Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;1;314;100,0;24;24;0;0;100,00;206;108;7;12;84;5;5;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;2;327;100,0;24;24;0;2;99,39;204;121;11;23;81;6;6;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;Totalt i retning Planetariet;314;100,0;24;24;0;0;100,00;206;108;7;12;84;5;5;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;Totalt i retning UNN;327;100,0;24;24;0;2;99,39;204;121;11;23;81;6;6;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;Totalt;641;100,0;24;24;0;2;99,69;410;229;18;35;165;11;11;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;1;417;100,0;24;24;0;1;99,76;300;116;8;6;93;9;9;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;2;408;100,0;24;24;0;1;99,75;291;116;4;11;88;13;12;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;Totalt i retning Planetariet;417;100,0;24;24;0;1;99,76;300;116;8;6;93;9;9;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;Totalt i retning UNN;408;100,0;24;24;0;1;99,75;291;116;4;11;88;13;12;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;Totalt;825;100,0;24;24;0;2;99,76;591;232;12;17;181;22;21;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;1;1552;100,0;24;24;0;9;99,42;1107;436;69;58;264;45;44;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;2;1702;100,0;24;24;0;12;99,29;1256;434;31;71;279;53;51;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;Totalt i retning Planetariet;1551;100,0;24;24;0;9;99,42;1107;435;69;57;264;45;44;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;Totalt i retning UNN;1703;100,0;24;24;0;12;99,30;1256;435;31;72;279;53;51;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;Totalt;3254;100,0;24;24;0;21;99,35;2363;870;100;129;543;98;95;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;1;1596;100,0;24;24;0;12;99,25;1159;425;69;41;252;63;58;5
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;2;1814;100,0;24;24;0;6;99,67;1375;433;35;64;289;45;43;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;Totalt i retning Planetariet;1596;100,0;24;24;0;12;99,25;1159;425;69;41;252;63;58;5
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;Totalt i retning UNN;1814;100,0;24;24;0;6;99,67;1375;433;35;64;289;45;43;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;Totalt;3410;100,0;24;24;0;18;99,47;2534;858;104;105;541;108;101;7
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;1;1615;100,0;24;24;0;11;99,32;1164;440;67;49;257;67;66;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;2;1871;100,0;24;24;0;3;99,84;1420;448;35;86;284;43;42;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;Totalt i retning Planetariet;1616;100,0;24;24;0;11;99,32;1165;440;67;49;257;67;66;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;Totalt i retning UNN;1870;100,0;24;24;0;3;99,84;1419;448;35;86;284;43;42;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;Totalt;3486;100,0;24;24;0;14;99,60;2584;888;102;135;541;110;108;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;1;1668;100,0;24;24;0;18;98,92;1220;430;68;38;261;63;63;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;2;1833;100,0;24;24;0;15;99,18;1396;422;22;79;291;30;30;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;Totalt i retning Planetariet;1668;100,0;24;24;0;18;98,92;1220;430;68;38;261;63;63;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;Totalt i retning UNN;1833;100,0;24;24;0;15;99,18;1396;422;22;79;291;30;30;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;Totalt;3501;100,0;24;24;0;33;99,06;2616;852;90;117;552;93;93;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;1;1643;100,0;24;24;0;5;99,70;1217;421;66;30;252;73;72;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;2;1832;100,0;24;24;0;9;99,51;1400;423;22;84;277;40;38;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;Totalt i retning Planetariet;1643;100,0;24;24;0;5;99,70;1217;421;66;30;252;73;72;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;Totalt i retning UNN;1832;100,0;24;24;0;9;99,51;1400;423;22;84;277;40;38;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;Totalt;3475;100,0;24;24;0;14;99,60;2617;844;88;114;529;113;110;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;1;576;100,0;24;24;0;3;99,48;380;193;17;9;141;26;25;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;2;584;100,0;24;24;0;5;99,14;383;196;10;50;123;13;12;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;Totalt i retning Planetariet;577;100,0;24;24;0;3;99,48;381;193;17;9;141;26;25;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;Totalt i retning UNN;583;100,0;24;24;0;5;99,14;382;196;10;50;123;13;12;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;Totalt;1160;100,0;24;24;0;8;99,31;763;389;27;59;264;39;37;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;1;462;100,0;24;24;0;2;99,57;327;133;14;3;93;23;22;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;2;467;100,0;24;24;0;3;99,36;340;124;2;26;88;8;8;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;Totalt i retning Planetariet;462;100,0;24;24;0;2;99,57;327;133;14;3;93;23;22;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;Totalt i retning UNN;467;100,0;24;24;0;3;99,36;340;124;2;26;88;8;8;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;Totalt;929;100,0;24;24;0;5;99,46;667;257;16;29;181;31;30;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;1;1845;100,0;24;24;0;12;99,35;1391;442;76;44;247;75;74;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;2;2069;100,0;24;24;0;13;99,37;1633;423;29;103;254;37;36;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;Totalt i retning Planetariet;1845;100,0;24;24;0;12;99,35;1391;442;76;44;247;75;74;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;Totalt i retning UNN;2069;100,0;24;24;0;13;99,37;1633;423;29;103;254;37;36;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;Totalt;3914;100,0;24;24;0;25;99,36;3024;865;105;147;501;112;110;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;1;1941;100,0;24;24;0;12;99,38;1465;464;85;43;260;76;71;5
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;2;2183;100,0;24;24;0;19;99,13;1728;436;22;117;253;44;42;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;Totalt i retning Planetariet;1940;100,0;24;24;0;12;99,38;1465;463;85;43;259;76;71;5
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;Totalt i retning UNN;2184;100,0;24;24;0;19;99,13;1728;437;22;117;254;44;42;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;Totalt;4124;100,0;24;24;0;31;99,25;3193;900;107;160;513;120;113;7
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;1;1957;100,0;24;24;0;9;99,54;1465;483;102;46;254;81;79;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;2;2117;100,0;24;24;0;27;98,72;1660;430;28;82;279;41;41;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;Totalt i retning Planetariet;1957;100,0;24;24;0;9;99,54;1465;483;102;46;254;81;79;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;Totalt i retning UNN;2117;100,0;24;24;0;27;98,72;1660;430;28;82;279;41;41;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;Totalt;4074;100,0;24;24;0;36;99,12;3125;913;130;128;533;122;120;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;1;1896;100,0;24;24;0;10;99,47;1450;436;71;47;272;46;43;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;2;2130;100,0;24;24;0;15;99,30;1681;434;33;82;274;45;41;4
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;Totalt i retning Planetariet;1899;100,0;24;24;0;10;99,47;1451;438;71;49;272;46;43;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;Totalt i retning UNN;2127;100,0;24;24;0;15;99,29;1680;432;33;80;274;45;41;4
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;Totalt;4026;100,0;24;24;0;25;99,38;3131;870;104;129;546;91;84;7
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;1;1826;100,0;24;24;0;10;99,45;1356;460;86;43;265;66;64;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;2;2049;100,0;24;24;0;10;99,51;1590;449;32;92;277;48;47;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;Totalt i retning Planetariet;1827;100,0;24;24;0;10;99,45;1357;460;86;43;265;66;64;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;Totalt i retning UNN;2048;100,0;24;24;0;10;99,51;1589;449;32;92;277;48;47;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;Totalt;3875;100,0;24;24;0;20;99,48;2946;909;118;135;542;114;111;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;1;524;100,0;24;24;0;1;99,81;332;191;13;8;145;25;25;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;2;539;100,0;24;24;0;3;99,44;338;198;16;30;128;24;24;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;Totalt i retning Planetariet;524;100,0;24;24;0;1;99,81;332;191;13;8;145;25;25;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;Totalt i retning UNN;539;100,0;24;24;0;3;99,44;338;198;16;30;128;24;24;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;Totalt;1063;100,0;24;24;0;4;99,62;670;389;29;38;273;49;49;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;1;507;100,0;24;24;0;0;100,00;362;145;15;25;100;5;5;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;2;489;100,0;24;24;0;2;99,59;341;146;9;29;93;15;14;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;Totalt i retning Planetariet;507;100,0;24;24;0;0;100,00;363;144;14;25;100;5;5;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;Totalt i retning UNN;489;100,0;24;24;0;2;99,59;340;147;10;29;93;15;14;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;Totalt;996;100,0;24;24;0;2;99,80;703;291;24;54;193;20;19;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;1;2014;100,0;24;24;0;14;99,30;1555;445;73;46;273;53;53;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;2;2219;100,0;24;24;0;16;99,28;1771;432;26;119;260;27;27;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;Totalt i retning Planetariet;2015;100,0;24;24;0;14;99,31;1555;446;73;47;273;53;53;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;Totalt i retning UNN;2218;100,0;24;24;0;16;99,28;1771;431;26;118;260;27;27;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;Totalt;4233;100,0;24;24;0;30;99,29;3326;877;99;165;533;80;80;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;1;1967;100,0;24;24;0;6;99,69;1496;465;75;84;265;41;38;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;2;2113;100,0;24;24;0;23;98,91;1614;476;38;143;248;47;46;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;Totalt i retning Planetariet;1966;100,0;24;24;0;6;99,69;1495;465;75;84;265;41;38;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;Totalt i retning UNN;2114;100,0;24;24;0;23;98,91;1615;476;38;143;248;47;46;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;Totalt;4080;100,0;24;24;0;29;99,29;3110;941;113;227;513;88;84;4
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;1;1969;100,0;24;24;0;10;99,49;1524;435;56;56;254;69;69;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;2;2171;100,0;24;24;0;19;99,12;1702;450;41;94;261;54;53;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;Totalt i retning Planetariet;1970;100,0;24;24;0;11;99,44;1524;435;56;56;254;69;69;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;Totalt i retning UNN;2170;100,0;24;24;0;18;99,17;1702;450;41;94;261;54;53;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;Totalt;4140;100,0;24;24;0;29;99,30;3226;885;97;150;515;123;122;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;1;1925;100,0;24;24;0;5;99,74;1480;440;63;58;254;65;64;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;2;2065;100,0;24;24;0;9;99,56;1608;448;39;118;248;43;40;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;Totalt i retning Planetariet;1924;100,0;24;24;0;5;99,74;1480;439;62;58;254;65;64;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;Totalt i retning UNN;2066;100,0;24;24;0;9;99,56;1608;449;40;118;248;43;40;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;Totalt;3990;100,0;24;24;0;14;99,65;3088;888;102;176;502;108;104;4
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;1;1835;100,0;24;24;0;6;99,67;1394;435;66;40;260;69;66;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;2;2057;100,0;24;24;0;8;99,61;1607;442;33;81;294;34;34;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;Totalt i retning Planetariet;1835;100,0;24;24;0;6;99,67;1394;435;66;40;260;69;66;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;Totalt i retning UNN;2057;100,0;24;24;0;8;99,61;1607;442;33;81;294;34;34;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;Totalt;3892;100,0;24;24;0;14;99,64;3001;877;99;121;554;103;100;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;1;570;100,0;24;24;0;0;100,00;363;207;22;19;142;24;23;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;2;564;100,0;24;24;0;1;99,82;348;215;13;45;131;26;25;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;Totalt i retning Planetariet;569;100,0;24;24;0;0;100,00;363;206;22;19;141;24;23;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;Totalt i retning UNN;565;100,0;24;24;0;1;99,82;348;216;13;45;132;26;25;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;Totalt;1134;100,0;24;24;0;1;99,91;711;422;35;64;273;50;48;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;1;607;100,0;24;24;0;0;100,00;467;140;17;9;101;13;13;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;2;564;100,0;24;24;0;2;99,65;434;128;6;13;85;24;24;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;Totalt i retning Planetariet;607;100,0;24;24;0;0;100,00;467;140;17;9;101;13;13;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;Totalt i retning UNN;564;100,0;24;24;0;2;99,65;434;128;6;13;85;24;24;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;Totalt;1171;100,0;24;24;0;2;99,83;901;268;23;22;186;37;37;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;1;2026;100,0;24;24;0;9;99,56;1576;441;73;62;248;58;58;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;2;2230;100,0;24;24;0;7;99,69;1737;486;58;85;272;71;69;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;Totalt i retning Planetariet;2026;100,0;24;24;0;9;99,56;1576;441;73;62;248;58;58;0
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;Totalt i retning UNN;2230;100,0;24;24;0;7;99,69;1737;486;58;85;272;71;69;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;Totalt;4256;100,0;24;24;0;16;99,62;3313;927;131;147;520;129;127;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;2022-01-25;1;2095;100,0;24;24;0;8;99,62;1638;449;65;70;263;51;49;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;2022-01-25;2;2276;100,0;24;24;0;5;99,78;1779;492;65;75;278;74;70;4
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;2022-01-25;Totalt i retning Planetariet;2095;100,0;24;24;0;8;99,62;1638;449;65;70;263;51;49;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;2022-01-25;Totalt i retning UNN;2276;100,0;24;24;0;5;99,78;1779;492;65;75;278;74;70;4
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-25T00:00+01:00;2022-01-26T00:00+01:00;2022-01-25;Totalt;4371;100,0;24;24;0;13;99,70;3417;941;130;145;541;125;119;6
